driver_age,driver_experience,vehicle_age,vehicle_type,engine_power,vehicle_purpose,region,pct_days_with_snow,pct_days_with_rain,winter_duration_months,base_kbm,num_claims,violation_count,days_since_last_claim,occupation_type,avg_trips_per_week,night_driving_ratio,ko_multiplier,num_owned_vehicles,target
33,8,5,suv,209,personal,StPetersburg,0.4,0.8540057726814632,5,1.17,0,1,238,office_worker,16.130510708157395,0.008376693090168603,1.0,1,1
52,10,4,hatchback,195,personal,Moscow,0.35,0.4890411987269865,5,1.55,0,0,200,office_worker,5.35420252000893,0.0003858287721312048,3.16,1,1
37,9,5,sedan,124,personal,Moscow,0.35,0.5266030529373563,5,0.85,0,0,714,office_worker,1.2879212862490417,0.0018754604439337936,1.0,2,1
29,11,10,crossover,160,personal,Moscow,0.35,0.6868278650715409,5,0.9,1,1,325,office_worker,9.579543790989277,0.009020817637119786,1.0,1,1
44,14,10,sedan,120,personal,StPetersburg,0.4,0.3951883949461394,5,0.9,1,0,62,office_worker,8.344372188688626,0.03534826496906796,3.16,1,1
28,12,4,suv,100,personal,urban,0.3,0.7386094300918277,4,1.17,1,0,612,office_worker,8.910365751145555,0.0033721379412924414,1.0,2,1
39,22,10,hatchback,213,personal,Moscow,0.35,0.5117761658254071,5,0.85,0,0,230,office_worker,2.715539919274051,0.17260036430817108,1.0,1,0
22,6,5,hatchback,73,personal,Moscow,0.35,0.3967326569441716,5,0.85,0,0,139,office_worker,6.0590483249242695,0.18646915569044742,1.0,1,1
27,11,8,sedan,128,personal,urban,0.3,0.27566790738194896,4,1.55,0,0,214,office_worker,5.2995942923539445,0.02759322709892503,1.0,3,1
39,13,7,hatchback,143,personal,Moscow,0.35,0.6540208651211218,5,0.85,0,0,314,office_worker,4.7853801081290435,0.009731351935961257,1.0,2,0
43,14,4,sedan,206,personal,Moscow,0.35,0.25619703265241867,5,1.4,2,1,191,office_worker,11.00850900236129,0.031328902633666625,1.0,1,1
39,18,2,sedan,175,personal,Moscow,0.35,0.5803496356263457,5,0.9,0,0,126,office_worker,5.398905226773594,0.0030436479561034664,1.0,1,0
37,9,10,sedan,73,personal,rural,0.5,0.5975038869919473,6,1.4,0,1,231,office_worker,4.1311796375677226,0.015882901102136273,1.0,1,0
35,16,12,sedan,139,personal,rural,0.5,0.2826253073605779,6,1.0,0,1,30,office_worker,4.105027824326815,0.0005606595798353778,1.0,1,0
26,10,6,crossover,140,personal,StPetersburg,0.4,0.35651892109428934,5,1.55,0,0,675,office_worker,2.5742352797005585,5.39096061596602e-07,1.0,1,1
32,16,5,crossover,130,personal,urban,0.3,0.598397168434402,4,1.55,3,2,85,office_worker,5.7176082120694875,1.926177640218229e-05,1.0,1,1
34,16,2,sedan,164,personal,urban,0.3,0.7036119927632468,4,0.85,2,0,30,office_worker,11.485049981795479,0.0762342114108741,3.16,2,1
46,27,10,suv,83,personal,urban,0.3,0.7452957067849801,4,0.85,0,0,483,office_worker,4.345966084238476,0.00845990786630164,1.0,2,0
40,11,6,sedan,123,personal,urban,0.3,0.5957438687610345,4,0.9,1,0,678,office_worker,6.260325310480885,0.006588854218953879,1.0,1,0
23,7,4,hatchback,159,personal,urban,0.3,0.8601732275661768,4,1.0,0,0,766,office_worker,4.738995569317511,2.445003471767963e-06,1.0,1,0
40,11,8,suv,167,personal,Moscow,0.35,0.7145550558779992,5,1.4,0,0,310,office_worker,5.05629535945819,0.002741909587713355,1.0,1,0
34,12,2,crossover,145,personal,Moscow,0.35,0.39874584881748015,5,1.0,1,1,104,office_worker,8.558298980698662,0.0008419149921454218,1.0,1,1
32,11,2,hatchback,128,personal,StPetersburg,0.4,0.6183704213445265,5,1.0,2,0,609,office_worker,2.5509719917204317,0.17727199730829468,1.0,1,0
42,20,3,suv,135,personal,rural,0.5,0.43630931698030195,6,0.85,0,0,548,office_worker,1.8182122206040363,0.0019329358128635247,1.0,2,1
46,22,7,sedan,169,personal,urban,0.3,0.7742514981707788,4,1.4,1,0,128,office_worker,9.5877489864785,1.8027642059995763e-08,3.16,1,0
45,12,5,crossover,141,personal,rural,0.5,0.5804278248143909,6,1.55,0,0,1066,office_worker,3.7773079309483863,0.012715263943181624,1.0,2,1
31,10,7,sedan,98,personal,rural,0.5,0.2067959912570986,6,0.9,0,0,50,office_worker,4.162270442792348,0.00031478073078771465,1.0,1,0
35,17,9,hatchback,90,personal,Moscow,0.35,0.7198184154541489,5,1.0,0,1,1095,office_worker,18.07640142938549,0.00011194060059220974,1.0,1,1
40,12,7,hatchback,80,personal,urban,0.3,0.677109139019305,4,0.85,1,0,897,office_worker,8.314501567488783,0.08063979925767013,1.0,1,1
45,18,14,hatchback,198,personal,urban,0.3,0.30539297950812394,4,1.0,0,0,531,office_worker,2.979296627364285,0.005946350409362312,1.0,1,0
34,16,9,sedan,172,personal,rural,0.5,0.43133093411424345,6,1.0,0,0,1095,office_worker,9.968443369445556,0.0010386777795535472,3.16,2,0
36,7,4,crossover,135,personal,rural,0.5,0.34879320608318337,6,0.85,1,1,584,office_worker,8.425556434460615,3.365484664483188e-06,1.0,2,0
29,13,3,sedan,121,personal,urban,0.3,0.6739051111899359,4,1.0,1,0,96,office_worker,0.33937547243397287,0.003781031552109707,1.0,1,1
28,12,5,hatchback,117,personal,Moscow,0.35,0.5808992822327225,5,0.9,0,0,266,office_worker,5.844135419231275,0.0005385535385478558,1.0,1,1
44,11,8,sedan,183,personal,urban,0.3,0.4967185068803932,4,1.0,1,1,33,office_worker,2.6398068010028903,5.067255105349697e-06,1.0,1,1
48,13,4,sedan,216,personal,Moscow,0.35,0.4694012150697282,5,1.0,0,0,225,office_worker,5.049882636274498,0.04918008798020858,1.0,3,0
37,16,8,hatchback,115,personal,urban,0.3,0.40882432578962347,4,0.85,1,1,617,office_worker,16.301593162647944,0.0002474184224815252,1.0,2,1
46,16,7,hatchback,185,personal,rural,0.5,0.5684549108884068,6,1.17,1,0,222,office_worker,8.765478741074492,0.1257958248423804,1.0,1,0
40,18,2,sedan,141,personal,StPetersburg,0.4,0.15573468421433131,5,1.17,0,0,182,office_worker,9.442080102724635,0.00015419978427509302,3.16,1,0
32,16,9,sedan,131,personal,urban,0.3,0.1598356756113779,4,0.9,0,0,412,office_worker,4.744923134475426,0.06276179821902256,1.0,1,0
40,14,6,hatchback,200,personal,StPetersburg,0.4,0.4661375911978296,5,0.85,0,0,938,office_worker,9.46685145105793,2.7063064519583393e-08,1.0,1,0
50,11,13,suv,139,personal,StPetersburg,0.4,0.16071323326647866,5,1.17,2,0,30,office_worker,3.3067647332942496,0.001689094529011717,1.0,1,1
37,8,5,suv,151,personal,StPetersburg,0.4,0.572363381625995,5,1.55,0,0,222,office_worker,5.799810678728502,0.04658324207834372,1.0,1,1
50,11,4,sedan,149,personal,urban,0.3,0.9137290938211916,4,0.9,1,1,78,office_worker,8.536001725219448,0.007764544127336425,1.0,2,1
18,1,2,sedan,74,personal,rural,0.5,0.16886439388450405,6,0.9,0,0,542,office_worker,8.387579596440089,0.000477768952886307,1.0,1,1
44,23,2,sedan,151,personal,rural,0.5,0.6429561301582659,6,0.85,0,0,50,office_worker,1.9031620117186336,0.0843751676727854,1.0,1,1
38,12,9,sedan,117,personal,Moscow,0.35,0.7517462430289474,5,1.0,0,0,498,office_worker,14.329638147778464,0.0011335867715320687,1.0,2,1
35,16,13,hatchback,83,personal,rural,0.5,0.6277330596362056,6,0.85,2,0,153,office_worker,2.8951049101192936,0.013914295505689107,1.0,1,0
38,14,4,hatchback,119,personal,urban,0.3,0.5531005867426281,4,0.9,1,0,101,office_worker,19.89120624959238,0.05620202003552026,1.0,1,1
22,6,4,sedan,118,personal,Moscow,0.35,0.6899089061447027,5,1.0,0,0,1095,office_worker,8.681720548907915,0.06532964137166014,1.0,1,0
36,20,5,sedan,181,personal,Moscow,0.35,0.1639787092203731,5,1.0,0,1,30,office_worker,8.260339274974477,0.05817606114237685,1.0,1,0
40,12,10,sedan,97,personal,Moscow,0.35,0.6089225912719514,5,0.9,1,2,262,office_worker,3.066514372563593,0.0116318175327347,1.0,1,0
49,12,2,suv,108,personal,rural,0.5,0.20461026254089637,6,1.0,0,0,30,office_worker,3.880015352973045,0.06326713021411598,3.16,1,1
33,17,6,crossover,149,personal,urban,0.3,0.3973118510829481,4,1.0,0,2,301,office_worker,13.683307236042623,0.0008100920476362622,1.0,2,0
31,15,9,sedan,86,personal,urban,0.3,0.43784675488333147,4,0.85,0,0,317,office_worker,12.691016570887331,0.2405144957350705,1.0,1,0
33,17,7,sedan,113,personal,Moscow,0.35,0.3368949870642101,5,0.85,0,0,177,office_worker,4.827428752193208,0.004825250695487877,1.0,2,1
45,17,0,suv,73,personal,urban,0.3,0.3383523976518546,4,1.4,1,1,64,office_worker,4.577203482143807,0.021714845200009283,1.0,1,0
40,13,7,crossover,176,personal,Moscow,0.35,0.46586314492784864,5,0.85,1,0,215,office_worker,4.660926005523802,0.005182535818935085,1.0,2,1
33,17,7,hatchback,127,personal,StPetersburg,0.4,0.2461475945136364,5,1.17,0,1,508,office_worker,10.00703569450138,0.06611123595241818,1.0,1,1
42,20,11,sedan,139,personal,urban,0.3,0.3206960707250436,4,1.55,0,0,695,office_worker,9.4607385593133,0.13907024859784123,1.0,1,1
38,19,12,sedan,176,personal,Moscow,0.35,0.17543406185449525,5,0.9,0,0,345,office_worker,6.704255029113089,0.0008861380452186902,1.0,1,1
45,17,10,hatchback,111,personal,rural,0.5,0.512141841150254,6,0.9,0,1,406,office_worker,5.834155359891543,5.297508006388076e-05,1.0,1,0
32,16,5,sedan,127,personal,Moscow,0.35,0.5553118314156839,5,1.0,0,0,102,office_worker,4.793337229627138,0.09726273374338135,1.0,1,1
35,19,1,sedan,97,personal,urban,0.3,0.19254638261227916,4,1.4,1,0,154,office_worker,19.003399386083863,0.2536443941072668,1.0,2,1
34,18,4,hatchback,97,personal,StPetersburg,0.4,0.23532471655884932,5,1.55,0,0,80,office_worker,2.061728248151531,5.737850961386204e-06,1.0,1,0
26,10,5,sedan,103,personal,urban,0.3,0.4651583552376708,4,1.17,0,0,130,office_worker,4.195985638373635,0.06629556336652433,1.0,1,0
40,14,13,suv,120,personal,Moscow,0.35,0.38473597724383546,5,0.85,0,0,116,office_worker,6.43363820221643,0.009417022344919547,1.0,1,1
40,15,3,sedan,124,personal,Moscow,0.35,0.9323070081272952,5,1.0,0,0,334,office_worker,1.7699246358237377,0.0009606178880342115,1.0,2,0
38,21,2,sedan,151,personal,rural,0.5,0.571550384491273,6,1.0,0,1,377,office_worker,3.71389664732231,0.006163993837744337,1.0,1,1
36,10,4,hatchback,104,personal,Moscow,0.35,0.6927926952550779,5,1.0,1,0,1095,office_worker,16.183291715925982,0.0016644375328732184,3.16,2,0
26,10,3,sedan,152,personal,rural,0.5,0.42704453284726035,6,0.85,0,0,99,office_worker,9.103158885226874,0.013350650822553697,1.0,3,0
34,13,1,crossover,159,personal,rural,0.5,0.5540768170213953,6,0.85,0,0,468,office_worker,3.694501835629665,0.0798911003379842,1.0,1,1
35,15,5,hatchback,121,personal,Moscow,0.35,0.34425794600889564,5,1.17,0,1,775,office_worker,3.622326975206664,0.13776627738696956,1.0,1,1
31,15,5,sedan,107,personal,Moscow,0.35,0.035702166150804245,5,1.0,1,0,374,office_worker,2.073147648001828,1.9565955299867897e-05,3.16,2,1
36,15,1,suv,143,personal,urban,0.3,0.8215748158972985,4,0.9,0,0,134,office_worker,4.032601441598794,0.0017916545159694791,1.0,1,1
41,15,4,sedan,131,personal,rural,0.5,0.9138165827957466,6,0.9,1,0,138,office_worker,7.414430746633923,0.0011494108354796946,1.0,1,1
53,8,3,crossover,148,personal,rural,0.5,0.8604952917446727,6,1.4,1,0,30,office_worker,6.684249991775883,0.0037218675385418494,1.0,2,1
39,18,1,sedan,202,personal,urban,0.3,0.7470546879673852,4,1.17,0,0,166,office_worker,4.169321274909727,0.00018792852500880801,1.0,3,1
40,18,5,hatchback,142,personal,urban,0.3,0.041435066606910875,4,0.9,1,0,622,office_worker,2.8667261021371946,0.014593107204208457,1.0,2,1
37,21,6,sedan,114,personal,Moscow,0.35,0.6399343614362037,5,0.85,0,1,30,office_worker,4.753805688241652,0.028906851834870167,1.0,1,1
22,6,3,hatchback,104,personal,rural,0.5,0.07747634123609293,6,0.9,0,0,112,office_worker,4.688914251810402,0.43067391999012,1.0,1,1
37,16,9,suv,105,personal,rural,0.5,0.5916220062443578,6,1.55,0,0,558,office_worker,8.438770053622978,0.14144939266008275,1.0,1,0
38,16,5,suv,81,personal,Moscow,0.35,0.7679157247026961,5,1.0,1,0,696,office_worker,6.122877070562605,0.010680424998981948,1.0,1,0
57,22,3,sedan,177,personal,Moscow,0.35,0.6664673273041808,5,1.0,2,0,277,office_worker,5.641609731944884,0.022309248678702372,1.0,1,1
36,14,1,sedan,60,personal,Moscow,0.35,0.7265273309636984,5,1.0,0,0,546,office_worker,10.509396935826938,6.6218945707437225e-06,3.16,1,1
40,16,6,suv,159,personal,Moscow,0.35,0.2507779548356872,5,0.9,0,0,223,office_worker,12.625358306272908,1.0405523703673202e-05,1.0,1,1
37,18,7,crossover,105,personal,rural,0.5,0.15922808226921242,6,1.4,0,0,79,office_worker,6.636598202278618,0.039852062648642245,1.0,2,0
28,12,3,sedan,119,personal,StPetersburg,0.4,0.10156058542057819,5,1.0,0,0,231,office_worker,6.733697521804165,0.0015457417356179344,1.0,2,0
47,12,5,hatchback,104,personal,Moscow,0.35,0.3055073327215562,5,0.85,1,0,395,office_worker,4.959731048535513,0.03580147546263584,1.0,2,0
44,15,12,sedan,197,personal,StPetersburg,0.4,0.23093638002586397,5,0.85,0,1,1095,office_worker,3.039295298219149,0.059593947869662905,1.0,1,1
44,20,8,suv,140,personal,rural,0.5,0.5903660504416622,6,1.0,0,0,32,office_worker,8.826565676080426,0.07911752484819662,1.0,1,0
30,9,0,sedan,171,personal,urban,0.3,0.6141552106360263,4,1.55,1,0,323,office_worker,7.861313691067488,0.0008371031876726264,1.0,2,0
49,15,3,sedan,192,personal,StPetersburg,0.4,0.21463988328085218,5,0.9,1,0,181,office_worker,5.211192163721611,0.0001331505740460191,1.0,1,1
26,10,4,suv,146,personal,Moscow,0.35,0.26468323327664534,5,1.4,1,0,323,office_worker,6.134175678997789,0.1121715865027384,1.0,1,0
42,20,5,sedan,92,personal,rural,0.5,0.6148732425542628,6,1.17,1,0,30,office_worker,10.11470164071079,5.2105332318245645e-05,1.0,1,1
55,7,5,hatchback,131,personal,rural,0.5,0.1850680788943396,6,0.9,0,1,171,office_worker,11.081579056180946,0.036017180930371526,1.0,1,1
30,12,6,hatchback,110,personal,Moscow,0.35,0.7571180056286242,5,0.85,0,0,782,office_worker,0.7381854985882829,0.0012224698051515024,1.0,1,1
33,16,5,sedan,119,personal,Moscow,0.35,0.23977554528253286,5,0.85,1,2,368,office_worker,3.5362342856293254,0.0022865045477241538,1.0,2,1
38,22,5,sedan,136,personal,Moscow,0.35,0.7127397155683158,5,1.17,1,0,273,office_worker,5.200810278616853,0.00022819506246288617,1.0,2,0
33,14,9,hatchback,134,personal,Moscow,0.35,0.6963213565721023,5,0.85,0,0,153,office_worker,2.5707701411066637,0.0899585472766183,1.0,1,0
25,9,6,sedan,156,personal,urban,0.3,0.4006594474154593,4,0.9,0,0,161,office_worker,6.2311314201230035,0.056861334312257775,1.0,1,1
38,22,2,hatchback,162,personal,rural,0.5,0.5602217756440083,6,1.0,0,0,220,office_worker,3.659017816936954,0.00027517038165193947,1.0,2,1
29,7,5,suv,134,personal,StPetersburg,0.4,0.7915452051862577,5,1.17,0,0,823,office_worker,6.356498060144169,0.006460021905363821,1.0,1,1
41,4,4,suv,156,personal,rural,0.5,0.63635345704744,6,0.85,0,1,1095,office_worker,3.731354069602731,0.00439069222129623,1.0,1,0
30,14,1,sedan,118,personal,StPetersburg,0.4,0.47103954600809345,5,1.0,1,0,263,office_worker,3.8348955015345667,0.12738495028471322,1.0,2,1
50,12,5,sedan,192,personal,urban,0.3,0.6535706204977766,4,1.0,2,0,228,office_worker,6.327653818823057,0.04585955109526055,1.0,2,0
31,9,2,sedan,117,personal,urban,0.3,0.1606601561745362,4,1.0,0,1,855,office_worker,9.047352491936836,0.0013623153318946817,1.0,2,0
35,18,9,sedan,187,personal,Moscow,0.35,0.5593546294080627,5,1.4,0,0,253,office_worker,7.598247034445711,0.0919809101062628,1.0,1,1
44,16,6,hatchback,80,personal,StPetersburg,0.4,0.4493967000549478,5,0.85,0,0,366,office_worker,5.227878840800479,0.3084645261428587,1.0,1,1
28,12,2,hatchback,124,personal,urban,0.3,0.1770515904471501,4,1.4,0,0,119,office_worker,1.3770628919787833,0.0002211412025356249,1.0,2,1
39,8,8,sedan,126,personal,Moscow,0.35,0.8085310797272836,5,1.0,1,0,620,office_worker,3.775076176154829,0.0018988853150992576,1.0,1,1
48,19,11,sedan,151,personal,StPetersburg,0.4,0.6465292307818876,5,1.0,0,0,346,office_worker,3.5120706786430054,0.0008270612798216334,1.0,2,1
25,9,4,sedan,174,personal,urban,0.3,0.4264674565125762,4,1.0,1,0,755,office_worker,8.138012530373839,0.02282072552072799,1.0,1,0
39,14,4,hatchback,90,personal,rural,0.5,0.6359550912979413,6,1.0,1,0,692,office_worker,5.864909093716646,0.16921961348107084,3.16,2,1
40,24,8,sedan,95,personal,StPetersburg,0.4,0.7330549361094469,5,0.85,1,0,110,office_worker,5.99572843749835,0.0005303211245576987,1.0,1,1
44,9,10,hatchback,83,personal,rural,0.5,0.09014604773729533,6,1.0,0,0,573,office_worker,3.1339308400742003,0.00025443650379657437,1.0,1,1
28,7,1,sedan,192,personal,StPetersburg,0.4,0.46235662613742057,5,1.0,0,0,734,office_worker,11.33370867888455,0.008965944854709874,1.0,1,0
27,11,2,suv,151,personal,urban,0.3,0.8562088892252973,4,1.0,1,0,193,office_worker,5.971461164935861,0.005760221937977218,1.0,1,1
42,14,4,suv,96,personal,urban,0.3,0.7768803739324238,4,0.9,0,0,86,office_worker,3.008421492680981,0.0013876220270812314,1.0,1,0
40,16,4,sedan,122,personal,rural,0.5,0.26697955993304545,6,1.55,1,0,30,office_worker,3.1547885749100932,0.10046689756256061,1.0,1,1
40,13,8,sedan,187,personal,StPetersburg,0.4,0.37303226404921275,5,1.0,2,1,273,office_worker,6.494169951969839,0.19066942497983022,1.0,2,1
40,16,10,hatchback,128,personal,urban,0.3,0.6198801090850128,4,0.85,0,0,198,office_worker,2.932078549680865,0.00023587300809280675,1.0,1,0
32,8,11,sedan,126,personal,urban,0.3,0.681617475414403,4,1.0,1,0,369,office_worker,3.5418452271477294,0.037262592011570846,1.0,1,1
39,22,1,hatchback,108,personal,StPetersburg,0.4,0.9146204208345898,5,1.17,0,2,95,office_worker,2.4845138733181615,0.12407277613015179,1.0,1,1
40,14,3,suv,99,personal,Moscow,0.35,0.30105729870849374,5,1.17,0,0,895,office_worker,8.099695469733058,0.00025442188550833415,1.0,2,0
32,16,2,hatchback,187,personal,Moscow,0.35,0.6331057830114705,5,1.0,1,0,135,office_worker,2.9789833046929317,0.1489685805849949,1.0,1,0
52,16,3,suv,206,personal,Moscow,0.35,0.6652694371908007,5,1.4,0,0,117,office_worker,12.39125511982466,0.13216062943182305,1.0,1,1
41,17,3,sedan,100,personal,rural,0.5,0.3761658460313553,6,0.9,0,1,298,office_worker,6.974874918011565,0.0593267825748805,1.0,2,1
28,12,6,sedan,196,personal,Moscow,0.35,0.7911456636137425,5,1.0,0,0,315,office_worker,2.4776740760814757,0.01961636749560435,1.0,1,1
43,17,7,suv,120,personal,Moscow,0.35,0.46467429809246147,5,1.4,1,1,110,office_worker,7.558013302917019,0.008409053271904197,1.0,1,0
30,14,5,sedan,161,personal,urban,0.3,0.6567017995754043,4,1.4,1,0,144,office_worker,11.344954084546114,0.01983296362483205,1.0,1,0
44,21,5,hatchback,196,personal,StPetersburg,0.4,0.8277599729100872,5,1.0,0,0,84,office_worker,5.089990397494642,0.0246829170075122,1.0,2,1
47,15,4,sedan,134,personal,urban,0.3,0.6102506757343804,4,1.4,1,0,578,office_worker,12.095878662043486,0.027456909909625085,1.0,1,1
31,15,4,sedan,126,personal,Moscow,0.35,0.6898323022640482,5,0.85,0,2,670,office_worker,7.052304668374193,0.044786891323176495,1.0,2,1
45,14,12,crossover,172,personal,rural,0.5,0.06684362938923159,6,1.4,0,0,283,office_worker,3.6615166761821105,0.00011813360689571762,1.0,2,1
41,22,7,sedan,95,personal,rural,0.5,0.26952387619543605,6,0.9,0,1,571,office_worker,16.326645685825234,0.11428155095110647,3.16,1,0
44,11,4,crossover,185,personal,rural,0.5,0.6004883074926928,6,0.85,0,0,607,office_worker,2.031575827574393,0.010047496097060935,1.0,2,0
53,24,4,crossover,145,personal,StPetersburg,0.4,0.46917958204484284,5,0.9,2,1,67,office_worker,4.34999899310756,0.0017039277820586477,1.0,1,0
36,14,6,suv,116,personal,urban,0.3,0.7000793913177429,4,1.0,0,0,1095,office_worker,5.2279525051882345,0.44182186227026166,1.0,1,1
31,7,2,hatchback,115,personal,Moscow,0.35,0.2940823602340627,5,0.9,0,1,785,office_worker,14.789561077704565,0.0005383782892604586,1.0,1,0
30,14,5,hatchback,84,personal,Moscow,0.35,0.22636719363320496,5,0.9,0,0,104,office_worker,8.208164907823734,0.022455158367009436,1.0,2,0
31,11,7,suv,118,personal,Moscow,0.35,0.1116845645014258,5,0.85,0,0,93,office_worker,7.4245921152062095,0.0023258428310707173,1.0,1,1
37,19,7,sedan,129,personal,urban,0.3,0.8497508299984302,4,0.9,0,0,61,office_worker,3.302213150044992,2.576624972680648e-06,1.0,1,0
40,11,3,hatchback,97,personal,StPetersburg,0.4,0.7866517239141804,5,1.0,2,0,67,office_worker,4.972230074343126,0.020968493739773626,1.0,1,1
40,12,3,hatchback,138,personal,urban,0.3,0.2368635624339138,4,1.0,0,0,629,office_worker,3.717605078924543,0.0036821761597027776,1.0,1,0
44,5,1,hatchback,158,personal,Moscow,0.35,0.5281739734961961,5,0.9,1,1,289,office_worker,7.2802423446077,0.015471507938503774,1.0,1,0
38,12,8,hatchback,131,personal,StPetersburg,0.4,0.4813836624865965,5,1.17,2,0,696,office_worker,10.336577142241659,0.0033076668975981385,1.0,1,1
49,2,15,sedan,166,personal,urban,0.3,0.2995799601686267,4,1.4,0,0,625,office_worker,18.41435356078175,6.241766352362723e-07,1.0,1,0
35,7,2,hatchback,107,personal,StPetersburg,0.4,0.2731728158733012,5,1.17,1,1,423,office_worker,3.9900872596469164,0.3018869688901338,1.0,1,1
59,18,9,suv,180,personal,urban,0.3,0.3433880530242236,4,0.9,1,0,529,office_worker,1.9894787210821134,0.04085249513081123,3.16,1,0
43,18,14,sedan,144,personal,Moscow,0.35,0.7773992352893073,5,1.17,0,0,30,office_worker,4.3961210517483025,0.2958041910155574,1.0,1,1
31,15,3,crossover,201,personal,rural,0.5,0.8212377075627766,6,0.85,0,0,170,office_worker,9.541482797497862,0.08060841894119915,1.0,2,0
